tournament_id,tournament_name,season,start_date,end_date,is_major,purse,course_name,yards,par,num_holes
269,U.S. Open Championship,2006,2006-06-15T07:00Z,2006-06-18T07:00Z,True,6250000.0,Winged Foot GC,7264,70,18
266,Booz Allen Classic,2006,2006-06-22T07:00Z,2006-06-25T07:00Z,False,5000000.0,TPC Potomac at Avenel Farm,7005,71,18
271,Buick Championship,2006,2006-06-29T07:00Z,2006-07-02T07:00Z,False,4400000.0,TPC River Highlands,0,0,18
272,Cialis Western Open,2006,2006-07-06T07:00Z,2006-07-09T07:00Z,False,5000000.0,Cog Hill G&CC,0,0,18
278,John Deere Classic,2006,2006-07-13T07:00Z,2006-07-16T07:00Z,False,4000000.0,TPC Deere Run,0,0,18
295,British Open Championship,2006,2006-07-20T07:00Z,2006-07-23T07:00Z,True,6750000.0,Royal Liverpool GC,7258,72,18
279,B.C. Open presented by Turning Stone Resort,2006,2006-07-20T07:00Z,2006-07-23T07:00Z,False,3000000.0,Atunyote Golf Club,0,0,18
276,U.S. Bank Championship in Milwaukee,2006,2006-07-27T07:00Z,2006-07-30T07:00Z,False,4000000.0,Brown Deer Park GC,0,0,18
273,Buick Open,2006,2006-08-03T07:00Z,2006-08-06T07:00Z,False,4800000.0,Warwick Hills G&CC,0,0,18
275,The INTERNATIONAL,2006,2006-08-10T07:00Z,2006-08-13T07:00Z,False,5500000.0,Castle Pines,7619,72,18
274,PGA Championship,2006,2006-08-17T07:00Z,2006-08-20T07:00Z,True,6500000.0,Medinah CC,7561,72,18
296,World Golf Championships-Bridgestone Invitational,2006,2006-08-24T07:00Z,2006-08-27T07:00Z,False,7500000.0,Firestone CC (South Course),0,0,0
281,Reno-Tahoe Open,2006,2006-08-24T07:00Z,2006-08-27T07:00Z,False,3000000.0,Montreux G&CC,0,0,18
283,Deutsche Bank Championship,2006,2006-09-01T07:00Z,2006-09-04T07:00Z,False,5500000.0,TPC Boston,0,0,18
277,Canadian Open,2006,2006-09-07T07:00Z,2006-09-10T07:00Z,False,5000000.0,Hamilton Golf & Country Club,6946,70,18
290,84 LUMBER Classic,2006,2006-09-14T07:00Z,2006-09-17T07:00Z,False,4600000.0,Nemacolin-Mystic Rock Course,7516,72,18
287,Valero Texas Open,2006,2006-09-21T07:00Z,2006-09-24T07:00Z,False,4000000.0,LaCantera GC,0,0,18
292,Ryder Cup,2006,2006-09-22T07:00Z,2006-09-24T07:00Z,False,null,Kildare G&CC,7337,72,18
293,World Golf Championships-American Express Champion,2006,2006-09-28T07:00Z,2006-10-01T07:00Z,False,7500000.0,The Grove,7152,71,0
285,Southern Farm Bureau Classic,2006,2006-09-28T07:00Z,2006-10-01T07:00Z,False,3000000.0,Annandale GC,0,0,18
284,Chrysler Classic of Greensboro,2006,2006-10-05T07:00Z,2006-10-08T07:00Z,False,5000000.0,Forest Oaks,7311,72,18
286,Frys.com Open,2006,2006-10-12T07:00Z,2006-10-15T07:00Z,False,4000000.0,TPC at Summerlin,0,0,18
286,Frys.com Open,2006,2006-10-12T07:00Z,2006-10-15T07:00Z,False,4000000.0,TPC at The Canyons,7063,71,18
288,FUNAI Classic at the WALT DISNEY WORLD Resort,2006,2006-10-19T07:00Z,2006-10-22T07:00Z,False,4600000.0,Magnolia GC,0,0,18
288,FUNAI Classic at the WALT DISNEY WORLD Resort,2006,2006-10-19T07:00Z,2006-10-22T07:00Z,False,4600000.0,Palm GC,0,0,18
291,Chrysler Championship,2006,2006-10-26T07:00Z,2006-10-29T07:00Z,False,5300000.0,Innisbrook Resort -Copperhead,0,0,36
289,THE TOUR Championship presented by Coca-Cola,2006,2006-11-02T08:00Z,2006-11-05T08:00Z,False,6500000.0,East Lake Golf Club,0,0,18
345,WGC-World Cup,2006,2006-12-07T08:00Z,2006-12-10T08:00Z,False,4000000.0,Sandy Lane Resort & Country Club,7173,72,0
297,Mercedes-Benz Championship,2007,2007-01-04T08:00Z,2007-01-07T08:00Z,False,5500000.0,Plantation Course,7411,73,18
302,Sony Open in Hawaii,2007,2007-01-11T08:00Z,2007-01-14T08:00Z,False,5200000.0,Waialae CC,7044,70,18
298,Bob Hope Chrysler Classic,2007,2007-01-17T08:00Z,2007-01-21T08:00Z,False,5000000.0,PGA West (Palmer),0,0,18
298,Bob Hope Chrysler Classic,2007,2007-01-17T08:00Z,2007-01-21T08:00Z,False,5000000.0,Bermuda Dunes CC,6958,72,18
298,Bob Hope Chrysler Classic,2007,2007-01-17T08:00Z,2007-01-21T08:00Z,False,5000000.0,La Quinta CC,7060,72,36
298,Bob Hope Chrysler Classic,2007,2007-01-17T08:00Z,2007-01-21T08:00Z,False,5000000.0,The Classic Club,7305,72,18
301,Buick Invitational,2007,2007-01-25T08:00Z,2007-01-28T08:00Z,False,5200000.0,Torrey Pines North,0,0,18
301,Buick Invitational,2007,2007-01-25T08:00Z,2007-01-28T08:00Z,False,5200000.0,Torrey Pines South,0,0,18
299,FBR Open,2007,2007-02-01T08:00Z,2007-02-04T08:00Z,False,6000000.0,TPC Scottsdale,0,0,18
300,AT&T Pebble Beach National Pro-Am,2007,2007-02-08T08:00Z,2007-02-11T08:00Z,False,5500000.0,Spyglass Hill GC,0,0,18
300,AT&T Pebble Beach National Pro-Am,2007,2007-02-08T08:00Z,2007-02-11T08:00Z,False,5500000.0,Pebble Beach Golf Links,6822,72,18
300,AT&T Pebble Beach National Pro-Am,2007,2007-02-08T08:00Z,2007-02-11T08:00Z,False,5500000.0,Poppy Hills GC,0,0,0
303,Nissan Open,2007,2007-02-15T08:00Z,2007-02-18T08:00Z,False,5200000.0,Riviera Country Club,0,0,18
331,World Golf Championships-Accenture Match Play Cham,2007,2007-02-21T08:00Z,2007-02-25T08:00Z,False,8000000.0,The Golf Club at Dove Mountain,0,0,18
335,Mayakoba Golf Classic at Riviera Maya-Cancun,2007,2007-02-22T08:00Z,2007-02-25T08:00Z,False,3500000.0,El Camaleon GC,0,0,18
304,The Honda Classic,2007,2007-03-01T08:00Z,2007-03-04T08:00Z,False,5500000.0,PGA National Champion Course,0,0,18
343,PODS Championship,2007,2007-03-08T08:00Z,2007-03-11T08:00Z,False,5300000.0,Innisbrook Resort -Copperhead,0,0,36
305,Arnold Palmer Invitational presented by MasterCard,2007,2007-03-15T07:00Z,2007-03-18T07:00Z,False,5500000.0,Bay Hill Club & Lodge,0,0,18
344,World Golf Championships-CA Championship,2007,2007-03-22T07:00Z,2007-03-25T07:00Z,False,8000000.0,Doral Golf Resort and Spa,0,0,0
311,Shell Houston Open,2007,2007-03-29T07:00Z,2007-04-01T07:00Z,False,5500000.0,Golf Club of Houston,0,0,18
309,Masters Tournament,2007,2007-04-05T07:00Z,2007-04-08T07:00Z,True,7000000.0,Augusta National Golf Club,0,0,18
310,Verizon Heritage,2007,2007-04-12T07:00Z,2007-04-15T07:00Z,False,5400000.0,Harbour Town Golf Links,0,0,18
306,Zurich Classic of New Orleans,2007,2007-04-19T07:00Z,2007-04-22T07:00Z,False,6100000.0,TPC of Louisiana,0,0,18
312,EDS Byron Nelson Championship,2007,2007-04-26T07:00Z,2007-04-29T07:00Z,False,6300000.0,TPC Four Seasons Resort,0,0,18
312,EDS Byron Nelson Championship,2007,2007-04-26T07:00Z,2007-04-29T07:00Z,False,6300000.0,TPC Four Seasons-Cottonwood Valley,6847,70,18
