"","tournament","season","tournament_id.x","player_id","player_name","player_url","average_putting","total_sg_putting","rank_last_week_putting","measured_rounds_putting","time_period_putting","rounds_putting","rank_this_week_putting","total_sg_ott","measured_rounds_ott","average_ott","rounds_ott","rank_this_week_ott","rank_last_week_ott","time_period_ott","events","money","rank_this_week","rank_last_week","time_period"
"15474","Waste Management Phoenix Open",2010,"t003","27214","Kevin Streelman","https://www.pgatour.com/players/player.27214.kevin-streelman.html",0.091,0.364,"999",4,"Tournament Only",4,"49",5.757,4,1.439,4,"1","999","Tournament Only",1,27043,"3","999","Tournament Only"
"15475","Waste Management Phoenix Open",2010,"t003","23718","Nathan Green","https://www.pgatour.com/players/player.23718.nathan-green.html",1.196,4.783,"999",4,"Tournament Only",4,"17",-1.229,4,-0.307,4,"60","999","Tournament Only",1,14580,"5","999","Tournament Only"
"15476","Waste Management Phoenix Open",2010,"t003","23614","Rich Beem","https://www.pgatour.com/players/player.23614.rich-beem.html",0.372,1.488,"999",4,"Tournament Only",4,"37",1.87,4,0.468,4,"16","999","Tournament Only",1,87360,"1","999","Tournament Only"
"15477","Waste Management Phoenix Open",2010,"t003","26679","Kevin Stadler","https://www.pgatour.com/players/player.26679.kevin-stadler.html",-0.868,-3.473,"999",4,"Tournament Only",4,"74",1.01,4,0.253,4,"30","999","Tournament Only",1,11820,"6","999","Tournament Only"
"15478","Waste Management Phoenix Open",2010,"t003","06621","Joe Durant","https://www.pgatour.com/players/player.06621.joe-durant.html",-3.027,-12.107,"999",4,"Tournament Only",4,"78",1.451,4,0.363,4,"23","999","Tournament Only",1,11340,"7","999","Tournament Only"
"15479","Waste Management Phoenix Open",2010,"t003","22371","Aaron Baddeley","https://www.pgatour.com/players/player.22371.aaron-baddeley.html",0.294,1.176,"999",4,"Tournament Only",4,"42",0.797,4,0.199,4,"33","999","Tournament Only",1,11340,"7","999","Tournament Only"
"15480","Waste Management Phoenix Open",2010,"t003","23541","Ben Crane","https://www.pgatour.com/players/player.23541.ben-crane.html",1.466,5.865,"999",4,"Tournament Only",4,"9",-3.484,4,-0.871,4,"72","999","Tournament Only",1,27043,"3","7","Tournament Only"
"15481","Waste Management Phoenix Open",2010,"t003","21949","Joe Ogilvie","https://www.pgatour.com/players/player.21949.joe-ogilvie.html",0.507,2.027,"999",4,"Tournament Only",4,"3",-0.988,4,-0.247,4,"59","999","Tournament Only",1,156000,"8","999","Tournament Only"
"15482","Waste Management Phoenix Open",2010,"t003","20498","Briny Baird","https://www.pgatour.com/players/player.20498.briny-baird.html",0.278,1.113,"999",4,"Tournament Only",4,"43",-5.278,4,-1.32,4,"76","999","Tournament Only",1,12180,"6","999","Tournament Only"
"15483","Waste Management Phoenix Open",2010,"t003","01226","Fred Couples","https://www.pgatour.com/players/player.01226.fred-couples.html",0.273,1.091,"999",4,"Tournament Only",4,"44",1.718,4,0.43,4,"19","999","Tournament Only",1,87360,"1","999","Tournament Only"
"15484","Waste Management Phoenix Open",2010,"t003","01619","Skip Kendall","https://www.pgatour.com/players/player.01619.skip-kendall.html",1.584,6.335,"999",4,"Tournament Only",4,"5",-1.574,4,-0.394,4,"64","999","Tournament Only",1,27043,"3","999","Tournament Only"
"15485","Waste Management Phoenix Open",2010,"t003","25345","Carl Pettersson","https://www.pgatour.com/players/player.25345.carl-pettersson.html",1.403,5.612,"999",4,"Tournament Only",4,"12",-4.127,4,-1.032,4,"74","999","Tournament Only",1,12660,"6","999","Tournament Only"
"15486","Waste Management Phoenix Open",2010,"t003","06643","Paul Goydos","https://www.pgatour.com/players/player.06643.paul-goydos.html",-0.778,-3.111,"999",4,"Tournament Only",4,"73",-3.214,4,-0.804,4,"70","999","Tournament Only",1,11820,"6","999","Tournament Only"
"15487","Waste Management Phoenix Open",2010,"t003","26882","Michael Sim","https://www.pgatour.com/players/player.26882.michael-sim.html",0.339,1.355,"999",4,"Tournament Only",4,"38",-1.87,4,-0.468,4,"66","999","Tournament Only",1,11340,"7","2","Tournament Only"
"15488","Waste Management Phoenix Open",2010,"t003","01724","Jeff Maggert","https://www.pgatour.com/players/player.01724.jeff-maggert.html",1.192,4.769,"999",4,"Tournament Only",4,"18",0.351,4,0.088,4,"40","999","Tournament Only",1,18270,"4","999","Tournament Only"
"15489","Waste Management Phoenix Open",2010,"t003","21961","Charles Howell III","https://www.pgatour.com/players/player.21961.charles-howell-iii.html",1.35,5.4,"999",4,"Tournament Only",4,"13",-1.251,4,-0.313,4,"61","999","Tournament Only",1,248000,"4","999","Tournament Only"
"15490","Waste Management Phoenix Open",2010,"t003","21731","Freddie Jacobson","https://www.pgatour.com/players/player.21731.freddie-jacobson.html",0.333,1.331,"999",4,"Tournament Only",4,"39",-1.756,4,-0.439,4,"65","999","Tournament Only",1,18270,"4","999","Tournament Only"
"15491","Waste Management Phoenix Open",2010,"t003","23409","James Driscoll","https://www.pgatour.com/players/player.23409.james-driscoll.html",0.127,0.506,"999",4,"Tournament Only",4,"48",1.096,4,0.274,4,"26","999","Tournament Only",1,27043,"3","999","Tournament Only"
"15492","Waste Management Phoenix Open",2010,"t003","21350","Ryuji Imada","https://www.pgatour.com/players/player.21350.ryuji-imada.html",1.913,7.652,"999",4,"Tournament Only",4,"3",-3.449,4,-0.862,4,"71","999","Tournament Only",1,87360,"1","999","Tournament Only"
"15493","Waste Management Phoenix Open",2010,"t003","11123","Chris Couch","https://www.pgatour.com/players/player.11123.chris-couch.html",0.328,1.312,"999",4,"Tournament Only",4,"40",3.5,4,0.875,4,"7","999","Tournament Only",1,248000,"4","999","Tournament Only"
"15494","Waste Management Phoenix Open",2010,"t003","24361","Pat Perez","https://www.pgatour.com/players/player.24361.pat-perez.html",0.078,0.311,"999",4,"Tournament Only",4,"50",1.785,4,0.446,4,"17","999","Tournament Only",1,42525,"2","999","Tournament Only"
"15495","Waste Management Phoenix Open",2010,"t003","23108","Matt Kuchar","https://www.pgatour.com/players/player.23108.matt-kuchar.html",-0.122,-0.486,"999",4,"Tournament Only",4,"58",-2.241,4,-0.56,4,"68","999","Tournament Only",1,18270,"4","1","Tournament Only"
"15496","Waste Management Phoenix Open",2010,"t003","25804","Bubba Watson","https://www.pgatour.com/players/player.25804.bubba-watson.html",-0.247,-0.987,"999",4,"Tournament Only",4,"61",3.924,4,0.981,4,"6","999","Tournament Only",1,27043,"3","999","Tournament Only"
"15497","Waste Management Phoenix Open",2010,"t003","01577","Lee Janzen","https://www.pgatour.com/players/player.01577.lee-janzen.html",1.199,4.797,"999",4,"Tournament Only",4,"16",0.721,4,0.18,4,"35","999","Tournament Only",1,42525,"2","999","Tournament Only"
"15498","Waste Management Phoenix Open",2010,"t003","27933","John Merrick","https://www.pgatour.com/players/player.27933.john-merrick.html",-0.041,-0.163,"999",4,"Tournament Only",4,"55",-0.36,4,-0.09,4,"50","999","Tournament Only",1,13697,"5","999","Tournament Only"
"15499","Waste Management Phoenix Open",2010,"t003","24663","Y.E. Yang","https://www.pgatour.com/players/player.24663.y-e--yang.html",1.469,5.874,"999",4,"Tournament Only",4,"8",-0.71,4,-0.178,4,"54","999","Tournament Only",1,408000,"3","1","Tournament Only"
"15500","Waste Management Phoenix Open",2010,"t003","12510","Chad Campbell","https://www.pgatour.com/players/player.12510.chad-campbell.html",-0.927,-3.706,"999",4,"Tournament Only",4,"75",3.951,4,0.988,4,"5","999","Tournament Only",1,42525,"2","2","Tournament Only"
"15501","Waste Management Phoenix Open",2010,"t003","24449","Parker McLachlin","https://www.pgatour.com/players/player.24449.parker-mclachlin.html",1.533,6.133,"999",4,"Tournament Only",4,"6",-1.948,4,-0.487,4,"67","999","Tournament Only",1,13697,"5","999","Tournament Only"
"15502","Waste Management Phoenix Open",2010,"t003","28475","Jeff Overton","https://www.pgatour.com/players/player.28475.jeff-overton.html",0.036,0.145,"999",4,"Tournament Only",4,"52",1.062,4,0.266,4,"27","999","Tournament Only",1,42525,"2","999","Tournament Only"
"15503","Waste Management Phoenix Open",2010,"t003","19846","Brian Gay","https://www.pgatour.com/players/player.19846.brian-gay.html",0.859,3.434,"999",4,"Tournament Only",4,"25",-5.748,4,-1.437,4,"77","999","Tournament Only",1,12180,"6","7","Tournament Only"
"15504","Waste Management Phoenix Open",2010,"t003","10885","Robert Allenby","https://www.pgatour.com/players/player.10885.robert-allenby.html",0.518,2.072,"999",4,"Tournament Only",4,"29",2.227,4,0.557,4,"12","999","Tournament Only",1,156000,"8","1","Tournament Only"
"15505","Waste Management Phoenix Open",2010,"t003","23325","Vaughn Taylor","https://www.pgatour.com/players/player.23325.vaughn-taylor.html",1.301,5.204,"999",4,"Tournament Only",4,"14",0.812,4,0.203,4,"32","999","Tournament Only",1,201000,"7","999","Tournament Only"
"15506","Waste Management Phoenix Open",2010,"t003","24846","Ricky Barnes","https://www.pgatour.com/players/player.24846.ricky-barnes.html",-0.28,-1.121,"999",4,"Tournament Only",4,"62",-0.581,4,-0.145,4,"52","999","Tournament Only",1,14580,"5","999","Tournament Only"
"15508","Waste Management Phoenix Open",2010,"t003","20593","Greg Chalmers","https://www.pgatour.com/players/player.20593.greg-chalmers.html",2.669,10.676,"999",4,"Tournament Only",4,"1",-4.034,4,-1.009,4,"73","999","Tournament Only",1,42525,"2","999","Tournament Only"
"15509","Waste Management Phoenix Open",2010,"t003","08725","Tom Gillis","https://www.pgatour.com/players/player.08725.tom-gillis.html",0.507,2.028,"999",4,"Tournament Only",4,"3",0.247,4,0.062,4,"41","999","Tournament Only",1,27043,"3","999","Tournament Only"
"15510","Waste Management Phoenix Open",2010,"t003","27770","Camilo Villegas","https://www.pgatour.com/players/player.27770.camilo-villegas.html",-0.226,-0.904,"999",4,"Tournament Only",4,"60",1.666,4,0.417,4,"21","999","Tournament Only",1,156000,"8","3","Tournament Only"
"15511","Waste Management Phoenix Open",2010,"t003","01810","Phil Mickelson","https://www.pgatour.com/players/player.01810.phil-mickelson.html",-0.054,-0.216,"999",4,"Tournament Only",4,"56",1.716,4,0.429,4,"20","999","Tournament Only",1,42525,"2","999","Tournament Only"
"15512","Waste Management Phoenix Open",2010,"t003","28307","Matt Every","https://www.pgatour.com/players/player.28307.matt-every.html",0.889,3.555,"999",4,"Tournament Only",4,"23",0.073,4,0.018,4,"44","999","Tournament Only",1,156000,"8","999","Tournament Only"
"15513","Waste Management Phoenix Open",2010,"t003","27141","J.B. Holmes","https://www.pgatour.com/players/player.27141.j-b--holmes.html",-0.201,-0.802,"999",4,"Tournament Only",4,"59",0.918,4,0.23,4,"31","999","Tournament Only",1,18270,"4","999","Tournament Only"
"15514","Waste Management Phoenix Open",2010,"t003","23320","Ryan Palmer","https://www.pgatour.com/players/player.23320.ryan-palmer.html",1.456,5.822,"999",4,"Tournament Only",4,"10",1.753,4,0.438,4,"18","999","Tournament Only",1,87360,"1","999","Tournament Only"
"15515","Waste Management Phoenix Open",2010,"t003","22405","Justin Rose","https://www.pgatour.com/players/player.22405.justin-rose.html",-0.575,-2.298,"999",4,"Tournament Only",4,"69",0.144,4,0.036,4,"42","999","Tournament Only",1,12660,"6","999","Tournament Only"
"15516","Waste Management Phoenix Open",2010,"t003","32102","Rickie Fowler","https://www.pgatour.com/players/player.32102.rickie-fowler.html",-0.504,-2.014,"999",4,"Tournament Only",4,"67",4.512,4,1.128,4,"3","999","Tournament Only",1,648000,"2","999","Tournament Only"
"15517","Waste Management Phoenix Open",2010,"t003","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",0.424,1.697,"999",4,"Tournament Only",4,"35",0.074,4,0.019,4,"43","999","Tournament Only",1,42525,"2","999","Tournament Only"
"15518","Waste Management Phoenix Open",2010,"t003","01945","Kenny Perry","https://www.pgatour.com/players/player.01945.kenny-perry.html",-0.437,-1.749,"999",4,"Tournament Only",4,"65",0.651,4,0.163,4,"36","999","Tournament Only",1,13697,"5","2","Tournament Only"
"15519","Waste Management Phoenix Open",2010,"t003","02239","Scott Verplank","https://www.pgatour.com/players/player.02239.scott-verplank.html",-0.374,-1.496,"999",4,"Tournament Only",4,"64",-4.919,4,-1.23,4,"75","999","Tournament Only",1,13697,"5","2","Tournament Only"
"15520","Waste Management Phoenix Open",2010,"t003","25562","Andres Romero","https://www.pgatour.com/players/player.25562.andres-romero.html",0.301,1.205,"999",4,"Tournament Only",4,"41",3.034,4,0.759,4,"10","999","Tournament Only",1,87360,"1","999","Tournament Only"
"15521","Waste Management Phoenix Open",2010,"t003","23800","Bryce Molder","https://www.pgatour.com/players/player.23800.bryce-molder.html",0.176,0.702,"999",4,"Tournament Only",4,"47",0.475,4,0.119,4,"39","999","Tournament Only",1,156000,"8","999","Tournament Only"
"15522","Waste Management Phoenix Open",2010,"t003","23353","J.J. Henry","https://www.pgatour.com/players/player.23353.j-j--henry.html",0.784,3.136,"999",4,"Tournament Only",4,"27",-0.542,4,-0.136,4,"51","999","Tournament Only",1,12660,"6","999","Tournament Only"
"15523","Waste Management Phoenix Open",2011,"t003","20160","Charlie Wi","https://www.pgatour.com/players/player.20160.charlie-wi.html",0.745,2.978,"13",4,"Tournament Only",4,"23",-1.054,4,-0.264,4,"53","71","Tournament Only",1,28060,"3","5","Tournament Only"
"15524","Waste Management Phoenix Open",2011,"t003","24663","Y.E. Yang","https://www.pgatour.com/players/player.24663.y-e--yang.html",0.996,3.985,"47",4,"Tournament Only",4,"11",0.876,4,0.219,4,"36","19","Tournament Only",1,164700,"8","4","Tournament Only"
"15525","Waste Management Phoenix Open",2011,"t003","01724","Jeff Maggert","https://www.pgatour.com/players/player.01724.jeff-maggert.html",0.418,1.67,"999",4,"Tournament Only",4,"31",-2.289,4,-0.572,4,"66","999","Tournament Only",1,13908,"56","999","Tournament Only"
"15526","Waste Management Phoenix Open",2011,"t003","23541","Ben Crane","https://www.pgatour.com/players/player.23541.ben-crane.html",1.242,4.967,"32",4,"Tournament Only",4,"7",-2.02,4,-0.505,4,"61","39","Tournament Only",1,82350,"1","1","Tournament Only"
"15527","Waste Management Phoenix Open",2011,"t003","23718","Nathan Green","https://www.pgatour.com/players/player.23718.nathan-green.html",-0.342,-1.366,"999",4,"Tournament Only",4,"59",-0.207,4,-0.052,4,"45","999","Tournament Only",1,13542,"5","999","Tournament Only"
"15528","Waste Management Phoenix Open",2011,"t003","21949","Joe Ogilvie","https://www.pgatour.com/players/player.21949.joe-ogilvie.html",-0.093,-0.37,"999",4,"Tournament Only",4,"49",2.403,4,0.601,4,"24","999","Tournament Only",1,111020,"1","999","Tournament Only"
"15529","Waste Management Phoenix Open",2011,"t003","20848","Ángel Cabrera","https://www.pgatour.com/players/player.20848.angel-cabrera.html",0.938,3.752,"31",4,"Tournament Only",4,"13",1.17,4,0.293,4,"33","65","Tournament Only",1,15220,"4","7","Tournament Only"
"15531","Waste Management Phoenix Open",2011,"t003","06567","Vijay Singh","https://www.pgatour.com/players/player.06567.vijay-singh.html",0.311,1.242,"36",4,"Tournament Only",4,"34",2.123,4,0.531,4,"27","38","Tournament Only",1,353800,"3","2","Tournament Only"
"15532","Waste Management Phoenix Open",2011,"t003","32876","Martin Piller","https://www.pgatour.com/players/player.32876.martin-piller.html",0.11,0.438,"9",4,"Tournament Only",4,"40",0.382,4,0.096,4,"43","33","Tournament Only",1,14193,"5","3","Tournament Only"
"15533","Waste Management Phoenix Open",2011,"t003","01226","Fred Couples","https://www.pgatour.com/players/player.01226.fred-couples.html",-0.674,-2.695,"999",4,"Tournament Only",4,"66",3.744,4,0.936,4,"11","999","Tournament Only",1,20771,"4","999","Tournament Only"
"15534","Waste Management Phoenix Open",2011,"t003","32102","Rickie Fowler","https://www.pgatour.com/players/player.32102.rickie-fowler.html",2.086,8.345,"70",4,"Tournament Only",4,"1",-2.168,4,-0.542,4,"63","23","Tournament Only",1,111020,"1","2","Tournament Only"
"15535","Waste Management Phoenix Open",2011,"t003","27095","Nick Watney","https://www.pgatour.com/players/player.27095.nick-watney.html",0.879,3.514,"34",4,"Tournament Only",4,"17",3.595,4,0.899,4,"13","6","Tournament Only",1,222650,"5","6","Tournament Only"
"15536","Waste Management Phoenix Open",2011,"t003","22371","Aaron Baddeley","https://www.pgatour.com/players/player.22371.aaron-baddeley.html",-0.198,-0.791,"999",4,"Tournament Only",4,"53",1.694,4,0.424,4,"30","999","Tournament Only",1,28060,"3","999","Tournament Only"
"15537","Waste Management Phoenix Open",2011,"t003","23673","Michael Connell","https://www.pgatour.com/players/player.23673.michael-connell.html",0.511,2.042,"999",4,"Tournament Only",4,"25",-5.538,4,-1.385,4,"74","999","Tournament Only",1,54987,"2","999","Tournament Only"
"15538","Waste Management Phoenix Open",2011,"t003","10860","Justin Leonard","https://www.pgatour.com/players/player.10860.justin-leonard.html",0.922,3.689,"999",4,"Tournament Only",4,"14",0.433,4,0.108,4,"42","999","Tournament Only",1,20771,"4","999","Tournament Only"
"15539","Waste Management Phoenix Open",2011,"t003","26476","Chez Reavie","https://www.pgatour.com/players/player.26476.chez-reavie.html",-0.427,-1.706,"64",4,"Tournament Only",4,"61",2.38,4,0.595,4,"25","25","Tournament Only",1,20771,"4","5","Tournament Only"
"15540","Waste Management Phoenix Open",2011,"t003","24925","Jonathan Byrd","https://www.pgatour.com/players/player.24925.jonathan-byrd.html",-0.604,-2.414,"999",4,"Tournament Only",4,"65",3.615,4,0.904,4,"12","999","Tournament Only",1,28060,"3","999","Tournament Only"
"15541","Waste Management Phoenix Open",2011,"t003","30926","Chris Kirk","https://www.pgatour.com/players/player.30926.chris-kirk.html",0.099,0.396,"6",4,"Tournament Only",4,"42",-4.181,4,-1.045,4,"70","78","Tournament Only",1,20771,"4","4","Tournament Only"
"15542","Waste Management Phoenix Open",2011,"t003","27120","Troy Matteson","https://www.pgatour.com/players/player.27120.troy-matteson.html",0.093,0.371,"3",4,"Tournament Only",4,"43",-0.236,4,-0.059,4,"46","50","Tournament Only",1,13542,"5","9","Tournament Only"
"15543","Waste Management Phoenix Open",2011,"t003","21878","Mark Wilson","https://www.pgatour.com/players/player.21878.mark-wilson.html",1.074,4.294,"999",4,"Tournament Only",4,"10",3.398,4,0.85,4,"16","999","Tournament Only",1,1098000,"1","999","Tournament Only"
"15544","Waste Management Phoenix Open",2011,"t003","25686","Jason Dufner","https://www.pgatour.com/players/player.25686.jason-dufner.html",-0.713,-2.853,"999",4,"Tournament Only",4,"68",1.645,4,0.411,4,"31","999","Tournament Only",1,658800,"2","999","Tournament Only"
"15545","Waste Management Phoenix Open",2011,"t003","22046","Geoff Ogilvy","https://www.pgatour.com/players/player.22046.geoff-ogilvy.html",0.898,3.593,"999",4,"Tournament Only",4,"16",4.304,4,1.076,4,"4","999","Tournament Only",1,111020,"1","999","Tournament Only"
"15546","Waste Management Phoenix Open",2011,"t003","23623","Bo Van Pelt","https://www.pgatour.com/players/player.23623.bo-van-pelt.html",0.902,3.609,"999",4,"Tournament Only",4,"15",4.277,4,1.069,4,"6","999","Tournament Only",1,82350,"1","999","Tournament Only"
"15547","Waste Management Phoenix Open",2011,"t003","27936","Martin Laird","https://www.pgatour.com/players/player.27936.martin-laird.html",0.858,3.43,"999",4,"Tournament Only",4,"19",4.162,4,1.041,4,"8","999","Tournament Only",1,353800,"3","999","Tournament Only"
"15548","Waste Management Phoenix Open",2011,"t003","28486","Michael Putnam","https://www.pgatour.com/players/player.28486.michael-putnam.html",1.123,4.49,"999",4,"Tournament Only",4,"9",-4.295,4,-1.074,4,"71","999","Tournament Only",1,12322,"6","999","Tournament Only"
"15549","Waste Management Phoenix Open",2011,"t003","28475","Jeff Overton","https://www.pgatour.com/players/player.28475.jeff-overton.html",1.476,5.904,"999",4,"Tournament Only",4,"3",3.584,4,0.896,4,"14","999","Tournament Only",1,20771,"4","999","Tournament Only"
"15550","Waste Management Phoenix Open",2011,"t003","26851","Marc Leishman","https://www.pgatour.com/players/player.26851.marc-leishman.html",-0.043,-0.172,"56",4,"Tournament Only",4,"48",-0.779,4,-0.195,4,"52","36","Tournament Only",1,20771,"4","9","Tournament Only"
"15551","Waste Management Phoenix Open",2011,"t003","23638","Brendon de Jonge","https://www.pgatour.com/players/player.23638.brendon-de-jonge.html",0.381,1.523,"999",4,"Tournament Only",4,"32",0.848,4,0.212,4,"37","999","Tournament Only",1,54987,"2","999","Tournament Only"
"15552","Waste Management Phoenix Open",2011,"t003","24361","Pat Perez","https://www.pgatour.com/players/player.24361.pat-perez.html",1.475,5.899,"19",4,"Tournament Only",4,"4",-1.483,4,-0.371,4,"55","72","Tournament Only",1,54987,"2","2","Tournament Only"
"15553","Waste Management Phoenix Open",2011,"t003","23353","J.J. Henry","https://www.pgatour.com/players/player.23353.j-j--henry.html",0.462,1.849,"49",4,"Tournament Only",4,"28",3.132,4,0.783,4,"19","52","Tournament Only",1,20771,"4","6","Tournament Only"
"15554","Waste Management Phoenix Open",2011,"t003","23548","Bill Lunde","https://www.pgatour.com/players/player.23548.bill-lunde.html",0.004,0.017,"6",4,"Tournament Only",4,"45",1.818,4,0.455,4,"28","49","Tournament Only",1,13542,"5","2","Tournament Only"
"15555","Waste Management Phoenix Open",2011,"t003","25632","Jimmy Walker","https://www.pgatour.com/players/player.25632.jimmy-walker.html",0.7,2.8,"27",4,"Tournament Only",4,"24",-0.525,4,-0.131,4,"50","69","Tournament Only",1,15220,"4","2","Tournament Only"
"15556","Waste Management Phoenix Open",2011,"t003","01706","Davis Love III","https://www.pgatour.com/players/player.01706.davis-love-iii.html",-1.169,-4.677,"999",4,"Tournament Only",4,"72",-0.526,4,-0.132,4,"51","999","Tournament Only",1,13542,"5","999","Tournament Only"
"15557","Waste Management Phoenix Open",2011,"t003","20070","Matt Bettencourt","https://www.pgatour.com/players/player.20070.matt-bettencourt.html",-0.157,-0.628,"999",4,"Tournament Only",4,"51",1.016,4,0.254,4,"3","999","Tournament Only",1,37134,"2","999","Tournament Only"
"15558","Waste Management Phoenix Open",2011,"t003","12716","Charley Hoffman","https://www.pgatour.com/players/player.12716.charley-hoffman.html",0.472,1.888,"999",4,"Tournament Only",4,"27",1.016,4,0.254,4,"3","999","Tournament Only",1,37134,"2","999","Tournament Only"
"15559","Waste Management Phoenix Open",2011,"t003","25804","Bubba Watson","https://www.pgatour.com/players/player.25804.bubba-watson.html",-1.026,-4.105,"39",4,"Tournament Only",4,"70",6.799,4,1.7,4,"2","1","Tournament Only",1,37134,"2","1","Tournament Only"
"15560","Waste Management Phoenix Open",2011,"t003","06643","Paul Goydos","https://www.pgatour.com/players/player.06643.paul-goydos.html",-1.406,-5.625,"78",4,"Tournament Only",4,"73",0.579,4,0.145,4,"41","77","Tournament Only",1,12871,"6","7","Tournament Only"
"15561","Waste Management Phoenix Open",2011,"t003","31202","William McGirt","https://www.pgatour.com/players/player.31202.william-mcgirt.html",0.828,3.312,"999",4,"Tournament Only",4,"21",0.633,4,0.158,4,"40","999","Tournament Only",1,54987,"2","999","Tournament Only"
"15562","Waste Management Phoenix Open",2011,"t003","21753","Brian Davis","https://www.pgatour.com/players/player.21753.brian-davis.html",-0.7,-2.801,"59",4,"Tournament Only",4,"67",1.262,4,0.316,4,"32","47","Tournament Only",1,15220,"4","4","Tournament Only"
"15563","Waste Management Phoenix Open",2011,"t003","27330","Josh Teater","https://www.pgatour.com/players/player.27330.josh-teater.html",0.435,1.739,"79",4,"Tournament Only",4,"30",2.466,4,0.617,4,"23","17","Tournament Only",1,12322,"6","6","Tournament Only"
"15564","Waste Management Phoenix Open",2011,"t003","24507","Jason Bohn","https://www.pgatour.com/players/player.24507.jason-bohn.html",-0.227,-0.909,"999",4,"Tournament Only",4,"54",-0.147,4,-0.037,4,"44","999","Tournament Only",1,12871,"6","999","Tournament Only"
"15565","Waste Management Phoenix Open",2011,"t003","11123","Chris Couch","https://www.pgatour.com/players/player.11123.chris-couch.html",1.283,5.132,"18",4,"Tournament Only",4,"6",7.358,4,1.84,4,"1","26","Tournament Only",1,164700,"8","2","Tournament Only"
"15566","Waste Management Phoenix Open",2011,"t003","26596","Ryan Moore","https://www.pgatour.com/players/player.26596.ryan-moore.html",-0.017,-0.069,"999",4,"Tournament Only",4,"46",-1.967,4,-0.492,4,"59","999","Tournament Only",1,11773,"7","999","Tournament Only"
"15567","Waste Management Phoenix Open",2011,"t003","30946","Alex Prugh","https://www.pgatour.com/players/player.30946.alex-prugh.html",0.227,0.909,"67",4,"Tournament Only",4,"36",2.176,4,0.544,4,"26","35","Tournament Only",1,54987,"2","7","Tournament Only"
"15568","Waste Management Phoenix Open",2011,"t003","01677","Tom Lehman","https://www.pgatour.com/players/player.01677.tom-lehman.html",0.045,0.178,"999",4,"Tournament Only",4,"44",2.485,4,0.621,4,"21","999","Tournament Only",1,28060,"3","999","Tournament Only"
"15569","Waste Management Phoenix Open",2011,"t003","22913","John Rollins","https://www.pgatour.com/players/player.22913.john-rollins.html",-0.035,-0.139,"999",4,"Tournament Only",4,"47",-0.417,4,-0.104,4,"48","999","Tournament Only",1,14193,"5","999","Tournament Only"
"15570","Waste Management Phoenix Open",2011,"t003","29221","Webb Simpson","https://www.pgatour.com/players/player.29221.webb-simpson.html",-0.162,-0.649,"999",4,"Tournament Only",4,"52",3.865,4,0.966,4,"10","999","Tournament Only",1,164700,"8","999","Tournament Only"
"15571","Waste Management Phoenix Open",2011,"t003","25900","Lucas Glover","https://www.pgatour.com/players/player.25900.lucas-glover.html",1.965,7.858,"29",4,"Tournament Only",4,"2",-1.989,4,-0.497,4,"60","29","Tournament Only",1,37134,"2","5","Tournament Only"
"15572","Waste Management Phoenix Open",2011,"t003","25240","D.A. Points","https://www.pgatour.com/players/player.25240.d-a--points.html",0.843,3.371,"11",4,"Tournament Only",4,"20",3.238,4,0.81,4,"18","34","Tournament Only",1,82350,"1","5","Tournament Only"
"15573","Waste Management Phoenix Open",2011,"t003","26881","Jarrod Lyle","https://www.pgatour.com/players/player.26881.jarrod-lyle.html",0.448,1.793,"50",4,"Tournament Only",4,"29",-3.427,4,-0.857,4,"69","22","Tournament Only",1,12871,"6","5","Tournament Only"
"15574","Waste Management Phoenix Open",2011,"t003","23325","Vaughn Taylor","https://www.pgatour.com/players/player.23325.vaughn-taylor.html",0.785,3.139,"999",4,"Tournament Only",4,"22",-2.821,4,-0.705,4,"68","999","Tournament Only",1,15220,"4","999","Tournament Only"
"15575","Waste Management Phoenix Open",2011,"t003","11032","Frank Lickliter II","https://www.pgatour.com/players/player.11032.frank-lickliter-ii.html",1.176,4.703,"999",4,"Tournament Only",4,"8",-2.237,4,-0.559,4,"64","999","Tournament Only",1,54987,"2","999","Tournament Only"
"15576","Waste Management Phoenix Open",2011,"t003","27141","J.B. Holmes","https://www.pgatour.com/players/player.27141.j-b--holmes.html",0.368,1.47,"14",4,"Tournament Only",4,"33",2.471,4,0.618,4,"22","5","Tournament Only",1,222650,"5","6","Tournament Only"
"15577","Waste Management Phoenix Open",2011,"t003","27649","Brandt Snedeker","https://www.pgatour.com/players/player.27649.brandt-snedeker.html",0.972,3.887,"1",4,"Tournament Only",4,"12",3.45,4,0.863,4,"15","27","Tournament Only",1,164700,"8","9","Tournament Only"
"15578","Waste Management Phoenix Open",2011,"t003","12652","Cameron Beckman","https://www.pgatour.com/players/player.12652.cameron-beckman.html",1.329,5.315,"999",4,"Tournament Only",4,"5",-2.246,4,-0.562,4,"65","999","Tournament Only",1,111020,"1","999","Tournament Only"
"15579","Waste Management Phoenix Open",2011,"t003","24604","Hunter Haas","https://www.pgatour.com/players/player.24604.hunter-haas.html",-0.11,-0.439,"60",4,"Tournament Only",4,"50",-1.434,4,-0.359,4,"54","58","Tournament Only",1,20771,"4","4","Tournament Only"
